Var.1,Planning Area,Total,0 - 4,5-Sep,Oct-14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,85_and_over,PLN_AREA_N,65_AND_OVER,ELDERLY_DENSITY,POP_DATE
1,Total,3273360,225710,256570,235350,211290,212240,267160,290290,322620,312420,262200,206660,125060,110500,88310,66950,39640,22880,17520,17520,TOTAL,235300,0.071883325,2000
2,Ang Mo Kio,180630,9300,11730,11160,12140,14330,15990,13840,15480,16060,15910,13950,8900,7500,5660,4030,2290,1300,1080,1080,ANG MO KIO,14360,0.079499529,2000
3,Bedok,284970,16250,20970,21100,19740,20280,22150,20850,25260,26990,24840,21000,12180,10560,8480,6610,3870,2190,1670,1670,BEDOK,22820,0.080078605,2000
4,Bishan,89970,5310,8210,6830,5600,5370,6710,6860,8950,9650,7940,6030,3490,2930,2240,1600,1040,660,580,580,BISHAN,6120,0.068022674,2000
5,Boon Lay/Pioneer,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOON LAY/PIONEER,0,0,2000
6,Bukit Batok,126640,9200,10390,10870,9310,7880,9910,11790,13500,13420,10610,6970,3690,2900,2420,1730,1000,590,460,460,BUKIT BATOK,6200,0.048957675,2000
7,Bukit Merah,148450,6700,7960,7380,7840,10240,13150,11650,12140,12550,12090,11660,8170,8160,6730,5340,3360,1900,1430,1430,BUKIT MERAH,18760,0.126372516,2000
8,Bukit Panjang,96560,7670,8660,8450,6370,5930,8110,8800,10760,9850,7330,4760,2800,2290,1840,1360,780,460,340,340,BUKIT PANJANG,4780,0.0495029,2000
9,Bukit Timah,64320,3250,4940,5030,4120,4260,4570,4280,5530,6210,5890,5210,3180,2600,1960,1470,880,560,370,370,BUKIT TIMAH,5240,0.081467662,2000
10,Central Water Catchment,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL WATER CATCHMENT,0,0,2000
11,Changi,1090,100,100,80,70,60,100,110,100,100,70,60,30,40,30,30,10,10,10,10,CHANGI,90,0.082568807,2000
12,Changi Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGI BAY,0,0,2000
13,Choa Chu Kang,136810,14730,13960,10090,8200,7310,10850,16500,16830,12890,8780,5670,3070,2560,2160,1580,840,480,320,320,CHOA CHU KANG,5380,0.039324611,2000
14,Clementi,90980,4440,5490,5250,6080,7730,8320,7080,7430,7420,8360,8040,4620,3880,2720,1880,1120,630,500,500,CLEMENTI,6850,0.075291273,2000
15,Downtown Core,4620,180,230,210,220,270,430,390,360,370,340,380,270,290,230,200,120,70,70,70,DOWNTOWN CORE,690,0.149350649,2000
16,Geylang,118910,6320,8150,7700,7360,7960,9690,9110,10560,11090,9590,8080,5510,5420,4570,3670,2090,1140,900,900,GEYLANG,12370,0.104028257,2000
17,Hougang,204070,14010,17180,16400,14100,13060,15620,16830,20680,20920,16640,12190,7220,6170,4930,3660,2150,1260,1050,1050,HOUGANG,13050,0.063948645,2000
18,Jurong East,89090,5420,6330,6710,6820,7070,7950,7340,7790,8320,7950,6230,3370,2680,2010,1420,830,480,360,360,JURONG EAST,5100,0.057245482,2000
19,Jurong West,204750,16330,17230,15670,14470,14790,18600,20590,20390,18770,16280,11670,6270,4740,3520,2470,1480,850,650,650,JURONG WEST,8970,0.043809524,2000
20,Kallang,92220,4610,5380,4940,5070,6010,7660,7330,7840,8010,7530,6740,4660,4820,4060,3470,2020,1190,890,890,KALLANG,11630,0.126111473,2000
21,Lim Chu Kang,320,20,10,10,30,40,30,20,20,30,40,40,20,10,0,10,0,0,10,10,LIM CHU KANG,20,0.0625,2000
22,Mandai,990,60,80,80,70,90,80,70,90,80,80,100,50,30,30,20,10,10,10,10,MANDAI,80,0.080808081,2000
23,Marina East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA EAST,0,0,2000
24,Marina South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA SOUTH,0,0,2000
25,Marine Parade,46260,2230,3060,2780,2580,2910,3730,3360,3940,4120,3750,3580,2540,2400,1890,1560,920,550,350,350,MARINE PARADE,5270,0.113921314,2000
26,Museum,260,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,20,0,10,10,MUSEUM,90,0.346153846,2000
27,Newton,6110,270,350,360,320,330,450,490,570,570,570,560,330,290,250,170,120,60,60,60,NEWTON,660,0.10801964,2000
28,North Eastern Islands,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORTH EASTERN ISLANDS,0,0,2000
29,Novena,42840,2190,2840,2590,2350,2610,3290,3330,3900,4020,3670,3080,2120,2000,1670,1360,830,550,450,450,NOVENA,4860,0.113445378,2000
30,Orchard,590,20,40,30,30,30,40,40,50,70,60,50,40,30,20,20,10,10,10,10,ORCHARD,70,0.118644068,2000
31,Outram,22200,800,960,850,990,1350,1790,1580,1620,1760,1680,1780,1370,1510,1320,1180,730,480,460,460,OUTRAM,4170,0.187837838,2000
32,Pasir Ris,116680,12940,14250,8460,5870,5180,7360,13910,16200,11350,7370,4660,2410,2120,1800,1310,800,420,290,290,PASIR RIS,4620,0.039595475,2000
33,Paya Lebar,140,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,PAYA LEBAR,20,0.142857143,2000
34,Punggol,240,10,20,20,10,20,20,20,20,20,30,20,10,10,10,0,0,0,0,0,PUNGGOL,10,0.041666667,2000
35,Queenstown,97860,5270,5630,4870,4850,6260,8900,8880,8630,7940,7180,7050,5250,5570,4620,3340,1810,1070,770,770,QUEENSTOWN,11610,0.118638872,2000
36,River Valley,9370,420,590,580,520,560,710,750,820,960,820,810,480,400,290,260,190,110,90,90,RIVER VALLEY,940,0.100320171,2000
37,Rochor,17940,760,900,850,860,1190,1440,1280,1320,1550,1390,1320,1120,1030,960,1000,540,250,210,210,ROCHOR,2960,0.164994426,2000
38,Seletar,440,30,30,20,20,30,30,50,50,60,30,30,30,20,10,10,10,0,0,0,SELETAR,30,0.068181818,2000
39,Sembawang,31660,2920,1870,2350,2130,1740,3560,3640,3520,3150,2250,1450,830,750,630,420,260,130,90,90,SEMBAWANG,1530,0.048325963,2000
40,Sengkang,61300,6060,3810,4670,3940,3410,5890,6760,6990,6490,4470,2940,1510,1340,1130,870,520,300,200,200,SENGKANG,3020,0.049265905,2000
41,Serangoon,122420,7390,10010,9770,8420,7840,8920,8850,11180,12940,11020,8590,4820,4120,3140,2320,1510,890,700,700,SERANGOON,8560,0.069923215,2000
42,Simpang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIMPANG,0,0,2000
43,Singapore River,830,50,50,30,30,40,90,90,110,70,60,60,50,30,20,20,10,10,10,10,SINGAPORE RIVER,70,0.084337349,2000
44,Southern Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTHERN ISLANDS,0,0,2000
45,Straits View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STRAITS VIEW,0,0,2000
46,Sungei Kadut,920,20,40,60,50,80,80,60,40,60,50,70,50,60,40,50,40,40,50,50,SUNGEI KADUT,220,0.239130435,2000
47,Tampines,253110,20500,23840,21520,18030,14820,17370,23580,27310,26660,20380,13620,6910,5790,4790,3640,2290,1240,830,830,TAMPINES,12790,0.05053139,2000
48,Tanglin,13720,670,940,860,780,820,960,1030,1260,1300,1290,1230,710,560,460,380,230,150,100,100,TANGLIN,1320,0.096209913,2000
49,Tengah,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TENGAH,0,0,2000
50,Toa Payoh,121240,6090,7520,6830,6830,7820,10210,9620,10490,11270,9610,8750,6540,6390,4900,3700,2270,1370,1050,1050,TOA PAYOH,13290,0.109617288,2000
51,Tuas,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUAS,0,0,2000
52,Western Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WESTERN ISLANDS,0,0,2000
53,Western Water Catchment,410,30,30,40,20,20,20,30,70,50,30,40,20,10,0,0,0,0,0,0,WESTERN WATER CATCHMENT,0,0,2000
54,Woodlands,188670,21070,15600,14180,11840,10310,17710,23520,21180,16910,11810,8090,4660,3990,3210,2310,1240,640,440,440,WOODLANDS,7840,0.041554036,2000
55,Yishun,177210,11810,16750,15350,12920,11850,14230,15550,19140,17810,13910,9690,5500,4330,3340,2280,1350,760,650,650,YISHUN,8380,0.047288528,2000
56,Not Stated,5280,280,410,350,290,310,440,410,480,530,460,390,250,180,160,160,90,50,60,60,NOT STATED,520,0.098484848,2000
1,Total,3325900,222990,254080,246970,210900,214640,262750,286690,322880,318000,274570,223840,125450,118510,89680,69050,42500,23900,18520,18520,TOTAL,243650,0.073258366,2001
2,Ang Mo Kio,176270,8980,10430,10970,11200,13850,15290,13250,15020,15630,15510,14590,8680,8060,5710,4200,2420,1360,1110,1110,ANG MO KIO,14800,0.083962104,2001
3,Bedok,284770,15910,19660,21500,19400,20120,21750,20500,24440,26960,25160,22380,12300,11110,8590,6790,4180,2230,1790,1790,BEDOK,23580,0.082803666,2001
4,Bishan,89220,5010,7360,7340,5420,5380,6410,6630,8460,9560,8200,6570,3440,3140,2280,1640,1110,680,610,610,BISHAN,6320,0.070836135,2001
5,Boon Lay,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOON LAY,0,0,2001
6,Bukit Batok,126840,9230,9960,10720,9150,8120,9580,11590,13220,13160,11170,7680,3770,3150,2490,1730,1030,620,490,490,BUKIT BATOK,6360,0.050141911,2001
7,Bukit Merah,145280,6400,7070,7280,7360,9670,12370,11130,11780,12110,12100,12170,7850,8740,6670,5500,3550,2010,1530,1530,BUKIT MERAH,19260,0.132571586,2001
8,Bukit Panjang,107150,8520,9040,9620,7040,6650,8880,9780,11320,11060,8510,5760,3080,2640,2000,1480,910,490,380,380,BUKIT PANJANG,5260,0.049090061,2001
9,Bukit Timah,65890,3230,4940,5400,4140,4250,4520,4360,5500,6270,6100,5510,3290,2810,2040,1560,930,610,430,430,BUKIT TIMAH,5570,0.084534831,2001
10,Central Water Catchment,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL WATER CATCHMENT,0,0,2001
11,Changi,1090,90,100,80,70,50,100,110,100,90,80,70,30,40,30,30,10,10,10,10,CHANGI,90,0.082568807,2001
12,Changi Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGI BAY,0,0,2001
13,Choa Chu Kang,145670,14360,15720,11430,8660,7880,10640,16140,18030,14170,10010,6670,3310,2870,2240,1730,940,550,340,340,CHOA CHU KANG,5800,0.039816023,2001
14,Clementi,87460,4350,4680,5050,5210,7270,8070,6830,7400,6950,7870,8150,4500,4140,2750,1930,1170,640,490,490,CLEMENTI,6980,0.079807912,2001
15,Downtown Core,3600,150,160,180,170,210,320,330,300,280,270,320,200,220,160,150,100,50,50,50,DOWNTOWN CORE,510,0.141666667,2001
16,Geylang,116440,6060,7370,7700,7080,7750,9240,8650,9890,10920,9800,8570,5220,5700,4520,3650,2210,1190,920,920,GEYLANG,12490,0.107265544,2001
17,Hougang,205200,13380,16960,16960,14060,13160,14950,16360,20160,21030,17490,13240,7370,6590,5030,3760,2300,1320,1100,1100,HOUGANG,13510,0.065838207,2001
18,Jurong East,87880,5410,5950,6630,6410,6960,7540,7280,7700,8040,7850,6610,3390,2870,2020,1490,830,510,380,380,JURONG EAST,5230,0.059512972,2001
19,Jurong West,217270,16700,17850,17060,15090,15690,19540,21070,21530,19770,17830,13470,6680,5440,3740,2630,1630,880,680,680,JURONG WEST,9560,0.044000552,2001
20,Kallang,90250,4490,4860,5010,4760,5690,7200,7090,7490,7940,7490,7050,4410,5070,4010,3440,2130,1200,930,930,KALLANG,11710,0.129750693,2001
21,Lim Chu Kang,110,10,10,0,10,10,10,0,0,10,10,10,10,0,0,0,0,0,0,0,LIM CHU KANG,0,0,2001
22,Mandai,930,60,70,80,60,80,70,60,70,80,70,90,40,40,30,20,10,10,10,10,MANDAI,80,0.086021505,2001
23,Marina East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA EAST,0,0,2001
24,Marina South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA SOUTH,0,0,2001
25,Marine Parade,45750,2170,2820,2830,2500,2800,3560,3380,3820,4060,3710,3720,2510,2460,1950,1550,950,590,380,380,MARINE PARADE,5420,0.118469945,2001
26,Museum,100,0,0,0,0,0,0,10,10,10,10,10,0,10,10,20,20,0,0,0,MUSEUM,50,0.5,2001
27,Newton,6270,280,360,380,320,330,470,500,610,560,580,580,350,290,240,180,130,60,60,60,NEWTON,670,0.106858054,2001
28,North Eastern Islands,120,10,10,0,0,10,10,10,10,10,10,0,20,10,0,10,10,0,10,10,NORTH EASTERN ISLANDS,30,0.25,2001
29,Novena,42010,2030,2650,2670,2260,2500,3120,3170,3760,4000,3680,3210,2030,2060,1650,1350,850,580,450,450,NOVENA,4880,0.116162818,2001
30,Orchard,620,20,40,30,30,40,40,30,60,70,70,60,40,30,10,20,10,10,10,10,ORCHARD,60,0.096774194,2001
31,Outram,19630,670,770,780,840,1170,1490,1340,1440,1520,1540,1660,1190,1420,1190,1050,710,440,430,430,OUTRAM,3820,0.194600102,2001
32,Pasir Ris,119730,11740,14900,9810,6160,5400,7460,12180,16420,12290,8110,5370,2530,2330,1860,1400,920,490,390,390,PASIR RIS,5060,0.042261756,2001
33,Paya Lebar,130,10,10,10,10,10,20,10,10,10,10,10,0,0,10,10,0,0,0,0,PAYA LEBAR,20,0.153846154,2001
34,Pioneer,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIONEER,0,0,2001
35,Punggol,710,50,30,50,40,50,70,80,70,70,70,60,20,20,10,10,10,0,0,0,PUNGGOL,30,0.042253521,2001
36,Queenstown,96000,5110,5290,4840,4620,5940,8350,8430,8580,7800,7230,7170,4920,5710,4670,3480,1980,1080,810,810,QUEENSTOWN,12020,0.125208333,2001
37,River Valley,9370,390,570,570,510,570,700,770,830,940,860,780,510,410,290,270,200,110,90,90,RIVER VALLEY,960,0.102454642,2001
38,Rochor,17760,720,810,820,840,1100,1400,1250,1280,1510,1390,1400,1030,1100,950,960,690,260,240,240,ROCHOR,3100,0.17454955,2001
39,Seletar,440,30,20,10,30,30,30,40,60,50,40,30,30,20,10,10,0,0,0,0,SELETAR,20,0.045454545,2001
40,Sembawang,44830,4170,3150,3320,2810,2490,5080,5320,4730,4390,3140,2070,1100,1020,820,550,350,190,130,130,SEMBAWANG,2040,0.045505242,2001
41,Sengkang,87560,8280,6580,6450,5360,4850,8450,9930,9570,8960,6470,4380,2200,1920,1540,1230,720,420,260,260,SENGKANG,4170,0.047624486,2001
42,Serangoon,121060,6880,9330,9980,8380,7800,8460,8530,10500,12460,11380,9210,4910,4410,3160,2430,1580,900,770,770,SERANGOON,8840,0.073021642,2001
43,Simpang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIMPANG,0,0,2001
44,Singapore River,1040,60,60,40,40,50,100,120,120,100,80,80,60,40,20,30,20,10,10,10,SINGAPORE RIVER,90,0.086538462,2001
45,Southern Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTHERN ISLANDS,0,0,2001
46,Straits View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STRAITS VIEW,0,0,2001
47,Sungei Kadut,900,20,40,50,40,70,80,50,50,50,50,60,50,60,40,50,40,40,50,50,SUNGEI KADUT,220,0.244444444,2001
48,Tampines,252280,19050,23100,22320,18260,15350,16430,21540,26330,26700,21680,15100,7130,6160,4760,3760,2430,1310,880,880,TAMPINES,13140,0.052084985,2001
49,Tanglin,14530,740,1040,970,760,860,950,1120,1360,1370,1320,1310,760,600,450,400,260,160,120,120,TANGLIN,1390,0.095664143,2001
50,Tengah,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TENGAH,0,0,2001
51,Toa Payoh,119210,5810,7110,7040,6500,7430,9480,9290,10130,11080,9740,9010,6160,6730,5000,3780,2430,1410,1080,1080,TOA PAYOH,13700,0.114923245,2001
52,Tuas,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUAS,0,0,2001
53,Western Islands,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WESTERN ISLANDS,0,0,2001
54,Western Water Catchment,490,40,40,50,20,20,20,30,80,60,50,40,30,10,0,0,0,0,0,0,WESTERN WATER CATCHMENT,0,0,2001
55,Woodlands,199260,20850,18710,15480,12480,10970,16500,23730,22290,18220,13310,9080,4800,4430,3360,2460,1440,690,480,480,WOODLANDS,8430,0.042306534,2001
56,Yishun,174580,11550,14450,15480,12790,11990,13960,14650,18320,17670,14540,10520,5520,4660,3360,2320,1350,810,650,650,YISHUN,8490,0.048631,2001
1,Total,3382940,217800,253190,257690,209690,216310,262720,289180,320750,320860,286740,230370,143180,123440,89590,70640,45830,25210,19750,19750,TOTAL,251020,0.07420173,2002
2,Ang Mo Kio,173550,8680,9670,11010,10230,13230,15030,13060,14700,15130,15300,14320,9630,8370,5670,4360,2610,1410,1160,1160,ANG MO KIO,15210,0.087640449,2002
3,Bedok,285320,15460,19010,21810,18810,19570,21530,20810,23880,26610,25410,22440,14170,11500,8630,6860,4530,2370,1940,1940,BEDOK,24330,0.085272676,2002
4,Bishan,88550,4670,6750,7660,5280,5350,6290,6560,7920,9280,8480,6680,3840,3300,2290,1720,1150,710,620,620,BISHAN,6490,0.073291925,2002
5,Boon Lay,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOON LAY,0,0,2002
6,Bukit Batok,129260,9190,9950,10820,9250,8310,9760,11460,13270,13160,11660,8240,4400,3360,2380,1820,1110,630,500,500,BUKIT BATOK,6440,0.049822064,2002
7,Bukit Merah,144830,6230,6720,7480,6980,9240,12090,11230,11380,11940,12160,12020,8690,8880,6630,5560,3820,2190,1600,1600,BUKIT MERAH,19800,0.136712007,2002
8,Bukit Panjang,112190,8840,9230,10250,7370,6850,9140,10380,11200,11430,9260,6270,3650,2820,1990,1550,990,550,410,410,BUKIT PANJANG,5490,0.048934843,2002
9,Bukit Timah,66550,3090,4950,5580,4190,4140,4460,4450,5480,6130,6130,5550,3680,2930,2080,1610,1010,630,490,490,BUKIT TIMAH,5820,0.087453043,2002
10,Central Water Catchment,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL WATER CATCHMENT,0,0,2002
11,Changi,1090,80,90,80,70,60,80,110,90,110,80,70,40,40,30,30,20,10,10,10,CHANGI,100,0.091743119,2002
12,Changi Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGI BAY,0,0,2002
13,Choa Chu Kang,152110,13560,16560,12790,8950,8420,10640,15710,18520,15160,11190,7420,3910,3090,2320,1820,1080,570,400,400,CHOA CHU KANG,6190,0.040694234,2002
14,Clementi,87770,4440,4510,5070,4880,6920,8190,7170,7420,6980,7670,7890,5150,4190,2850,1990,1240,680,540,540,CLEMENTI,7300,0.083171927,2002
15,Downtown Core,3520,130,160,180,150,210,310,330,300,270,250,310,220,220,160,130,110,50,50,50,DOWNTOWN CORE,500,0.142045455,2002
16,Geylang,115210,5810,6890,7800,6910,7610,9030,8500,9370,10760,10010,8510,5730,5710,4410,3590,2390,1240,960,960,GEYLANG,12590,0.109278708,2002
17,Hougang,205980,12530,16400,17580,14050,13370,14620,15890,19270,20850,18540,13890,8290,6900,4980,3880,2450,1350,1140,1140,HOUGANG,13800,0.066996796,2002
18,Jurong East,88390,5300,5890,6740,6230,6810,7450,7410,7620,7810,7980,6760,3920,3080,2010,1540,920,550,390,390,JURONG EAST,5410,0.061206019,2002
19,Jurong West,224370,16620,18170,17880,14900,16380,20120,21550,21910,20230,18550,14330,8050,5790,3780,2760,1710,950,710,710,JURONG WEST,9910,0.044168115,2002
20,Kallang,89010,4290,4660,4990,4540,5470,7000,6970,7230,7780,7480,6970,4830,5090,3870,3390,2290,1200,980,980,KALLANG,11730,0.131782946,2002
21,Lim Chu Kang,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIM CHU KANG,0,0,2002
22,Mandai,1230,80,90,100,80,80,80,110,120,120,100,100,60,40,30,20,10,10,10,10,MANDAI,80,0.06504065,2002
23,Marina East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA EAST,0,0,2002
24,Marina South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARINA SOUTH,0,0,2002
25,Marine Parade,45230,2040,2610,2870,2410,2690,3400,3480,3660,3970,3790,3640,2640,2500,1950,1590,970,600,410,410,MARINE PARADE,5520,0.122042892,2002
